abrangencia,tipo_abrangencia,ano,sexo,cor_raca,ocupacao,codigo_ocupacao,descricao_ocupacao,nivel_ocupacao,ocupacao_norm,pessoas,rendimento_medio_reais,rendimento_mediano_reais
Brasil,Brasil,2022,Total,Preta,"4.4.1.3 Codificadores de dados, revisores de provas de impressão e afins",4.4.1.3,"Codificadores de dados, revisores de provas de impressão e afins",4,codificadores_de_dados_revisores_de_provas_de_impressao_e_afins,44,3190.0,1845.0
Brasil,Brasil,2022,Total,Amarela,"4.4.1.3 Codificadores de dados, revisores de provas de impressão e afins",4.4.1.3,"Codificadores de dados, revisores de provas de impressão e afins",4,codificadores_de_dados_revisores_de_provas_de_impressao_e_afins,,,
Brasil,Brasil,2022,Total,Parda,"4.4.1.3 Codificadores de dados, revisores de provas de impressão e afins",4.4.1.3,"Codificadores de dados, revisores de provas de impressão e afins",4,codificadores_de_dados_revisores_de_provas_de_impressao_e_afins,168,1928.14,1500.0
Brasil,Brasil,2022,Total,Indígena,"4.4.1.3 Codificadores de dados, revisores de provas de impressão e afins",4.4.1.3,"Codificadores de dados, revisores de provas de impressão e afins",4,codificadores_de_dados_revisores_de_provas_de_impressao_e_afins,,,
Brasil,Brasil,2022,Homens,Total,"4.4.1.3 Codificadores de dados, revisores de provas de impressão e afins",4.4.1.3,"Codificadores de dados, revisores de provas de impressão e afins",4,codificadores_de_dados_revisores_de_provas_de_impressao_e_afins,179,3410.18,2500.0
Brasil,Brasil,2022,Homens,Branca,"4.4.1.3 Codificadores de dados, revisores de provas de impressão e afins",4.4.1.3,"Codificadores de dados, revisores de provas de impressão e afins",4,codificadores_de_dados_revisores_de_provas_de_impressao_e_afins,100,4018.77,2700.0
Brasil,Brasil,2022,Homens,Preta,"4.4.1.3 Codificadores de dados, revisores de provas de impressão e afins",4.4.1.3,"Codificadores de dados, revisores de provas de impressão e afins",4,codificadores_de_dados_revisores_de_provas_de_impressao_e_afins,23,4431.62,7000.0
Brasil,Brasil,2022,Homens,Amarela,"4.4.1.3 Codificadores de dados, revisores de provas de impressão e afins",4.4.1.3,"Codificadores de dados, revisores de provas de impressão e afins",4,codificadores_de_dados_revisores_de_provas_de_impressao_e_afins,,,
Brasil,Brasil,2022,Homens,Parda,"4.4.1.3 Codificadores de dados, revisores de provas de impressão e afins",4.4.1.3,"Codificadores de dados, revisores de provas de impressão e afins",4,codificadores_de_dados_revisores_de_provas_de_impressao_e_afins,55,1884.7,1500.0
Brasil,Brasil,2022,Homens,Indígena,"4.4.1.3 Codificadores de dados, revisores de provas de impressão e afins",4.4.1.3,"Codificadores de dados, revisores de provas de impressão e afins",4,codificadores_de_dados_revisores_de_provas_de_impressao_e_afins,,,
Brasil,Brasil,2022,Mulheres,Total,"4.4.1.3 Codificadores de dados, revisores de provas de impressão e afins",4.4.1.3,"Codificadores de dados, revisores de provas de impressão e afins",4,codificadores_de_dados_revisores_de_provas_de_impressao_e_afins,206,1883.54,1800.0
Brasil,Brasil,2022,Mulheres,Branca,"4.4.1.3 Codificadores de dados, revisores de provas de impressão e afins",4.4.1.3,"Codificadores de dados, revisores de provas de impressão e afins",4,codificadores_de_dados_revisores_de_provas_de_impressao_e_afins,73,1805.36,1800.0
Brasil,Brasil,2022,Mulheres,Preta,"4.4.1.3 Codificadores de dados, revisores de provas de impressão e afins",4.4.1.3,"Codificadores de dados, revisores de provas de impressão e afins",4,codificadores_de_dados_revisores_de_provas_de_impressao_e_afins,21,1800.0,1800.0
Brasil,Brasil,2022,Mulheres,Amarela,"4.4.1.3 Codificadores de dados, revisores de provas de impressão e afins",4.4.1.3,"Codificadores de dados, revisores de provas de impressão e afins",4,codificadores_de_dados_revisores_de_provas_de_impressao_e_afins,,,
Brasil,Brasil,2022,Mulheres,Parda,"4.4.1.3 Codificadores de dados, revisores de provas de impressão e afins",4.4.1.3,"Codificadores de dados, revisores de provas de impressão e afins",4,codificadores_de_dados_revisores_de_provas_de_impressao_e_afins,113,1949.53,1900.0
Brasil,Brasil,2022,Mulheres,Indígena,"4.4.1.3 Codificadores de dados, revisores de provas de impressão e afins",4.4.1.3,"Codificadores de dados, revisores de provas de impressão e afins",4,codificadores_de_dados_revisores_de_provas_de_impressao_e_afins,,,
Brasil,Brasil,2022,Total,Total,4.4.1.4 Outros escreventes,4.4.1.4,Outros escreventes,4,outros_escreventes,5126,4036.78,2500.0
Brasil,Brasil,2022,Total,Branca,4.4.1.4 Outros escreventes,4.4.1.4,Outros escreventes,4,outros_escreventes,3335,4113.84,2850.0
Brasil,Brasil,2022,Total,Preta,4.4.1.4 Outros escreventes,4.4.1.4,Outros escreventes,4,outros_escreventes,346,4647.42,2400.0
Brasil,Brasil,2022,Total,Amarela,4.4.1.4 Outros escreventes,4.4.1.4,Outros escreventes,4,outros_escreventes,116,6075.13,7000.0
Brasil,Brasil,2022,Total,Parda,4.4.1.4 Outros escreventes,4.4.1.4,Outros escreventes,4,outros_escreventes,1307,3499.98,2000.0
Brasil,Brasil,2022,Total,Indígena,4.4.1.4 Outros escreventes,4.4.1.4,Outros escreventes,4,outros_escreventes,22,3922.71,1150.0
Brasil,Brasil,2022,Homens,Total,4.4.1.4 Outros escreventes,4.4.1.4,Outros escreventes,4,outros_escreventes,1867,4149.93,3000.0
Brasil,Brasil,2022,Homens,Branca,4.4.1.4 Outros escreventes,4.4.1.4,Outros escreventes,4,outros_escreventes,1169,4781.31,4000.0
Brasil,Brasil,2022,Homens,Preta,4.4.1.4 Outros escreventes,4.4.1.4,Outros escreventes,4,outros_escreventes,144,2422.6,2000.0
Brasil,Brasil,2022,Homens,Amarela,4.4.1.4 Outros escreventes,4.4.1.4,Outros escreventes,4,outros_escreventes,26,5008.82,4200.0
Brasil,Brasil,2022,Homens,Parda,4.4.1.4 Outros escreventes,4.4.1.4,Outros escreventes,4,outros_escreventes,516,3223.23,2500.0
Brasil,Brasil,2022,Homens,Indígena,4.4.1.4 Outros escreventes,4.4.1.4,Outros escreventes,4,outros_escreventes,12,1150.0,1150.0
Brasil,Brasil,2022,Mulheres,Total,4.4.1.4 Outros escreventes,4.4.1.4,Outros escreventes,4,outros_escreventes,3259,3971.97,2400.0
Brasil,Brasil,2022,Mulheres,Branca,4.4.1.4 Outros escreventes,4.4.1.4,Outros escreventes,4,outros_escreventes,2165,3753.34,2500.0
Brasil,Brasil,2022,Mulheres,Preta,4.4.1.4 Outros escreventes,4.4.1.4,Outros escreventes,4,outros_escreventes,203,6225.73,2400.0
Brasil,Brasil,2022,Mulheres,Amarela,4.4.1.4 Outros escreventes,4.4.1.4,Outros escreventes,4,outros_escreventes,89,6389.74,7000.0
Brasil,Brasil,2022,Mulheres,Parda,4.4.1.4 Outros escreventes,4.4.1.4,Outros escreventes,4,outros_escreventes,791,3680.32,1700.0
Brasil,Brasil,2022,Mulheres,Indígena,4.4.1.4 Outros escreventes,4.4.1.4,Outros escreventes,4,outros_escreventes,10,7000.0,7000.0
Brasil,Brasil,2022,Total,Total,4.4.1.5 Trabalhadores de arquivos,4.4.1.5,Trabalhadores de arquivos,4,trabalhadores_de_arquivos,28163,2489.76,1742.0
Brasil,Brasil,2022,Total,Branca,4.4.1.5 Trabalhadores de arquivos,4.4.1.5,Trabalhadores de arquivos,4,trabalhadores_de_arquivos,12665,2794.65,2000.0
Brasil,Brasil,2022,Total,Preta,4.4.1.5 Trabalhadores de arquivos,4.4.1.5,Trabalhadores de arquivos,4,trabalhadores_de_arquivos,3601,2208.11,1548.0
Brasil,Brasil,2022,Total,Amarela,4.4.1.5 Trabalhadores de arquivos,4.4.1.5,Trabalhadores de arquivos,4,trabalhadores_de_arquivos,159,2800.01,2500.0
Brasil,Brasil,2022,Total,Parda,4.4.1.5 Trabalhadores de arquivos,4.4.1.5,Trabalhadores de arquivos,4,trabalhadores_de_arquivos,11711,2238.69,1500.0
Brasil,Brasil,2022,Total,Indígena,4.4.1.5 Trabalhadores de arquivos,4.4.1.5,Trabalhadores de arquivos,4,trabalhadores_de_arquivos,27,4130.32,1600.0
Brasil,Brasil,2022,Homens,Total,4.4.1.5 Trabalhadores de arquivos,4.4.1.5,Trabalhadores de arquivos,4,trabalhadores_de_arquivos,12836,2532.96,1800.0
Brasil,Brasil,2022,Homens,Branca,4.4.1.5 Trabalhadores de arquivos,4.4.1.5,Trabalhadores de arquivos,4,trabalhadores_de_arquivos,5607,2741.54,2000.0
Brasil,Brasil,2022,Homens,Preta,4.4.1.5 Trabalhadores de arquivos,4.4.1.5,Trabalhadores de arquivos,4,trabalhadores_de_arquivos,1794,2434.64,1800.0
Brasil,Brasil,2022,Homens,Amarela,4.4.1.5 Trabalhadores de arquivos,4.4.1.5,Trabalhadores de arquivos,4,trabalhadores_de_arquivos,94,2000.44,1500.0
Brasil,Brasil,2022,Homens,Parda,4.4.1.5 Trabalhadores de arquivos,4.4.1.5,Trabalhadores de arquivos,4,trabalhadores_de_arquivos,5327,2345.66,1500.0
Brasil,Brasil,2022,Homens,Indígena,4.4.1.5 Trabalhadores de arquivos,4.4.1.5,Trabalhadores de arquivos,4,trabalhadores_de_arquivos,14,6408.27,8500.0
Brasil,Brasil,2022,Mulheres,Total,4.4.1.5 Trabalhadores de arquivos,4.4.1.5,Trabalhadores de arquivos,4,trabalhadores_de_arquivos,15327,2453.59,1600.0
Brasil,Brasil,2022,Mulheres,Branca,4.4.1.5 Trabalhadores de arquivos,4.4.1.5,Trabalhadores de arquivos,4,trabalhadores_de_arquivos,7058,2836.84,2000.0
Brasil,Brasil,2022,Mulheres,Preta,4.4.1.5 Trabalhadores de arquivos,4.4.1.5,Trabalhadores de arquivos,4,trabalhadores_de_arquivos,1807,1983.27,1500.0
Brasil,Brasil,2022,Mulheres,Amarela,4.4.1.5 Trabalhadores de arquivos,4.4.1.5,Trabalhadores de arquivos,4,trabalhadores_de_arquivos,65,3955.67,2600.0
Brasil,Brasil,2022,Mulheres,Parda,4.4.1.5 Trabalhadores de arquivos,4.4.1.5,Trabalhadores de arquivos,4,trabalhadores_de_arquivos,6384,2149.43,1500.0
Brasil,Brasil,2022,Mulheres,Indígena,4.4.1.5 Trabalhadores de arquivos,4.4.1.5,Trabalhadores de arquivos,4,trabalhadores_de_arquivos,13,1569.16,1600.0
Brasil,Brasil,2022,Total,Total,4.4.1.6 Trabalhadores do serviço de pessoal,4.4.1.6,Trabalhadores do serviço de pessoal,4,trabalhadores_do_servico_de_pessoal,60882,2209.9,1900.0
Brasil,Brasil,2022,Total,Branca,4.4.1.6 Trabalhadores do serviço de pessoal,4.4.1.6,Trabalhadores do serviço de pessoal,4,trabalhadores_do_servico_de_pessoal,30294,2358.71,2000.0
Brasil,Brasil,2022,Total,Preta,4.4.1.6 Trabalhadores do serviço de pessoal,4.4.1.6,Trabalhadores do serviço de pessoal,4,trabalhadores_do_servico_de_pessoal,6155,2014.91,1800.0
Brasil,Brasil,2022,Total,Amarela,4.4.1.6 Trabalhadores do serviço de pessoal,4.4.1.6,Trabalhadores do serviço de pessoal,4,trabalhadores_do_servico_de_pessoal,242,2407.42,2400.0
Brasil,Brasil,2022,Total,Parda,4.4.1.6 Trabalhadores do serviço de pessoal,4.4.1.6,Trabalhadores do serviço de pessoal,4,trabalhadores_do_servico_de_pessoal,24082,2069.03,1800.0
Brasil,Brasil,2022,Total,Indígena,4.4.1.6 Trabalhadores do serviço de pessoal,4.4.1.6,Trabalhadores do serviço de pessoal,4,trabalhadores_do_servico_de_pessoal,75,1422.11,1300.0
Brasil,Brasil,2022,Homens,Total,4.4.1.6 Trabalhadores do serviço de pessoal,4.4.1.6,Trabalhadores do serviço de pessoal,4,trabalhadores_do_servico_de_pessoal,17798,2201.72,1850.0
Brasil,Brasil,2022,Homens,Branca,4.4.1.6 Trabalhadores do serviço de pessoal,4.4.1.6,Trabalhadores do serviço de pessoal,4,trabalhadores_do_servico_de_pessoal,7670,2330.71,2000.0
Brasil,Brasil,2022,Homens,Preta,4.4.1.6 Trabalhadores do serviço de pessoal,4.4.1.6,Trabalhadores do serviço de pessoal,4,trabalhadores_do_servico_de_pessoal,1916,2215.27,1800.0
Brasil,Brasil,2022,Homens,Amarela,4.4.1.6 Trabalhadores do serviço de pessoal,4.4.1.6,Trabalhadores do serviço de pessoal,4,trabalhadores_do_servico_de_pessoal,42,1487.62,606.0
Brasil,Brasil,2022,Homens,Parda,4.4.1.6 Trabalhadores do serviço de pessoal,4.4.1.6,Trabalhadores do serviço de pessoal,4,trabalhadores_do_servico_de_pessoal,8104,2086.39,1800.0
Brasil,Brasil,2022,Homens,Indígena,4.4.1.6 Trabalhadores do serviço de pessoal,4.4.1.6,Trabalhadores do serviço de pessoal,4,trabalhadores_do_servico_de_pessoal,57,1460.68,1300.0
Brasil,Brasil,2022,Mulheres,Total,4.4.1.6 Trabalhadores do serviço de pessoal,4.4.1.6,Trabalhadores do serviço de pessoal,4,trabalhadores_do_servico_de_pessoal,43084,2213.28,1900.0
Brasil,Brasil,2022,Mulheres,Branca,4.4.1.6 Trabalhadores do serviço de pessoal,4.4.1.6,Trabalhadores do serviço de pessoal,4,trabalhadores_do_servico_de_pessoal,22624,2368.2,2000.0
Brasil,Brasil,2022,Mulheres,Preta,4.4.1.6 Trabalhadores do serviço de pessoal,4.4.1.6,Trabalhadores do serviço de pessoal,4,trabalhadores_do_servico_de_pessoal,4239,1924.37,1700.0
Brasil,Brasil,2022,Mulheres,Amarela,4.4.1.6 Trabalhadores do serviço de pessoal,4.4.1.6,Trabalhadores do serviço de pessoal,4,trabalhadores_do_servico_de_pessoal,200,2600.13,2500.0
Brasil,Brasil,2022,Mulheres,Parda,4.4.1.6 Trabalhadores do serviço de pessoal,4.4.1.6,Trabalhadores do serviço de pessoal,4,trabalhadores_do_servico_de_pessoal,15978,2060.23,1800.0
Brasil,Brasil,2022,Mulheres,Indígena,4.4.1.6 Trabalhadores do serviço de pessoal,4.4.1.6,Trabalhadores do serviço de pessoal,4,trabalhadores_do_servico_de_pessoal,18,1300.0,1300.0
Brasil,Brasil,2022,Total,Total,4.4.1.9 Trabalhadores de apoio administrativo não classificados anteriormente,4.4.1.9,Trabalhadores de apoio administrativo não classificados anteriormente,4,trabalhadores_de_apoio_administrativo_nao_classificados_anteriormente,14223,2711.6,1600.0
Brasil,Brasil,2022,Total,Branca,4.4.1.9 Trabalhadores de apoio administrativo não classificados anteriormente,4.4.1.9,Trabalhadores de apoio administrativo não classificados anteriormente,4,trabalhadores_de_apoio_administrativo_nao_classificados_anteriormente,5334,2690.49,1800.0
Brasil,Brasil,2022,Total,Preta,4.4.1.9 Trabalhadores de apoio administrativo não classificados anteriormente,4.4.1.9,Trabalhadores de apoio administrativo não classificados anteriormente,4,trabalhadores_de_apoio_administrativo_nao_classificados_anteriormente,1899,2197.5,1500.0
Brasil,Brasil,2022,Total,Amarela,4.4.1.9 Trabalhadores de apoio administrativo não classificados anteriormente,4.4.1.9,Trabalhadores de apoio administrativo não classificados anteriormente,4,trabalhadores_de_apoio_administrativo_nao_classificados_anteriormente,59,4582.64,2500.0
Brasil,Brasil,2022,Total,Parda,4.4.1.9 Trabalhadores de apoio administrativo não classificados anteriormente,4.4.1.9,Trabalhadores de apoio administrativo não classificados anteriormente,4,trabalhadores_de_apoio_administrativo_nao_classificados_anteriormente,6907,2858.95,1500.0
Brasil,Brasil,2022,Total,Indígena,4.4.1.9 Trabalhadores de apoio administrativo não classificados anteriormente,4.4.1.9,Trabalhadores de apoio administrativo não classificados anteriormente,4,trabalhadores_de_apoio_administrativo_nao_classificados_anteriormente,23,1018.27,250.0
Brasil,Brasil,2022,Homens,Total,4.4.1.9 Trabalhadores de apoio administrativo não classificados anteriormente,4.4.1.9,Trabalhadores de apoio administrativo não classificados anteriormente,4,trabalhadores_de_apoio_administrativo_nao_classificados_anteriormente,9084,2896.38,1600.0
Brasil,Brasil,2022,Homens,Branca,4.4.1.9 Trabalhadores de apoio administrativo não classificados anteriormente,4.4.1.9,Trabalhadores de apoio administrativo não classificados anteriormente,4,trabalhadores_de_apoio_administrativo_nao_classificados_anteriormente,3259,2688.34,1700.0
Brasil,Brasil,2022,Homens,Preta,4.4.1.9 Trabalhadores de apoio administrativo não classificados anteriormente,4.4.1.9,Trabalhadores de apoio administrativo não classificados anteriormente,4,trabalhadores_de_apoio_administrativo_nao_classificados_anteriormente,1290,2368.51,1550.0
Brasil,Brasil,2022,Homens,Amarela,4.4.1.9 Trabalhadores de apoio administrativo não classificados anteriormente,4.4.1.9,Trabalhadores de apoio administrativo não classificados anteriormente,4,trabalhadores_de_apoio_administrativo_nao_classificados_anteriormente,23,9093.64,4000.0
Brasil,Brasil,2022,Homens,Parda,4.4.1.9 Trabalhadores de apoio administrativo não classificados anteriormente,4.4.1.9,Trabalhadores de apoio administrativo não classificados anteriormente,4,trabalhadores_de_apoio_administrativo_nao_classificados_anteriormente,4493,3174.58,1500.0
Brasil,Brasil,2022,Homens,Indígena,4.4.1.9 Trabalhadores de apoio administrativo não classificados anteriormente,4.4.1.9,Trabalhadores de apoio administrativo não classificados anteriormente,4,trabalhadores_de_apoio_administrativo_nao_classificados_anteriormente,18,951.24,250.0
Brasil,Brasil,2022,Mulheres,Total,4.4.1.9 Trabalhadores de apoio administrativo não classificados anteriormente,4.4.1.9,Trabalhadores de apoio administrativo não classificados anteriormente,4,trabalhadores_de_apoio_administrativo_nao_classificados_anteriormente,5139,2384.99,1600.0
Brasil,Brasil,2022,Mulheres,Branca,4.4.1.9 Trabalhadores de apoio administrativo não classificados anteriormente,4.4.1.9,Trabalhadores de apoio administrativo não classificados anteriormente,4,trabalhadores_de_apoio_administrativo_nao_classificados_anteriormente,2075,2693.87,1850.0
Brasil,Brasil,2022,Mulheres,Preta,4.4.1.9 Trabalhadores de apoio administrativo não classificados anteriormente,4.4.1.9,Trabalhadores de apoio administrativo não classificados anteriormente,4,trabalhadores_de_apoio_administrativo_nao_classificados_anteriormente,609,1835.58,1214.0
Brasil,Brasil,2022,Mulheres,Amarela,4.4.1.9 Trabalhadores de apoio administrativo não classificados anteriormente,4.4.1.9,Trabalhadores de apoio administrativo não classificados anteriormente,4,trabalhadores_de_apoio_administrativo_nao_classificados_anteriormente,36,1636.68,2000.0
Brasil,Brasil,2022,Mulheres,Parda,4.4.1.9 Trabalhadores de apoio administrativo não classificados anteriormente,4.4.1.9,Trabalhadores de apoio administrativo não classificados anteriormente,4,trabalhadores_de_apoio_administrativo_nao_classificados_anteriormente,2414,2271.46,1500.0
Brasil,Brasil,2022,Mulheres,Indígena,4.4.1.9 Trabalhadores de apoio administrativo não classificados anteriormente,4.4.1.9,Trabalhadores de apoio administrativo não classificados anteriormente,4,trabalhadores_de_apoio_administrativo_nao_classificados_anteriormente,5,1271.78,1212.0
Brasil,Brasil,2022,Total,Total,"5 Trabalhadores dos serviços, vendedores dos comércios e mercados",5,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1,trabalhadores_dos_servicos_vendedores_dos_comercios_e_mercados,18058709,2028.4,1500.0
Brasil,Brasil,2022,Total,Branca,"5 Trabalhadores dos serviços, vendedores dos comércios e mercados",5,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1,trabalhadores_dos_servicos_vendedores_dos_comercios_e_mercados,7616765,2379.55,1600.0
Brasil,Brasil,2022,Total,Preta,"5 Trabalhadores dos serviços, vendedores dos comércios e mercados",5,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1,trabalhadores_dos_servicos_vendedores_dos_comercios_e_mercados,2132581,1699.75,1270.0
Brasil,Brasil,2022,Total,Amarela,"5 Trabalhadores dos serviços, vendedores dos comércios e mercados",5,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1,trabalhadores_dos_servicos_vendedores_dos_comercios_e_mercados,77655,3598.41,2000.0
Brasil,Brasil,2022,Total,Parda,"5 Trabalhadores dos serviços, vendedores dos comércios e mercados",5,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1,trabalhadores_dos_servicos_vendedores_dos_comercios_e_mercados,8169379,1775.31,1280.0
Brasil,Brasil,2022,Total,Indígena,"5 Trabalhadores dos serviços, vendedores dos comércios e mercados",5,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1,trabalhadores_dos_servicos_vendedores_dos_comercios_e_mercados,58846,1557.98,1212.0
Brasil,Brasil,2022,Homens,Total,"5 Trabalhadores dos serviços, vendedores dos comércios e mercados",5,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1,trabalhadores_dos_servicos_vendedores_dos_comercios_e_mercados,7426864,2518.02,1750.0
Brasil,Brasil,2022,Homens,Branca,"5 Trabalhadores dos serviços, vendedores dos comércios e mercados",5,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1,trabalhadores_dos_servicos_vendedores_dos_comercios_e_mercados,3125820,2968.55,2000.0
Brasil,Brasil,2022,Homens,Preta,"5 Trabalhadores dos serviços, vendedores dos comércios e mercados",5,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1,trabalhadores_dos_servicos_vendedores_dos_comercios_e_mercados,903219,2074.05,1500.0
Brasil,Brasil,2022,Homens,Amarela,"5 Trabalhadores dos serviços, vendedores dos comércios e mercados",5,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1,trabalhadores_dos_servicos_vendedores_dos_comercios_e_mercados,36448,4447.17,2800.0
Brasil,Brasil,2022,Homens,Parda,"5 Trabalhadores dos serviços, vendedores dos comércios e mercados",5,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1,trabalhadores_dos_servicos_vendedores_dos_comercios_e_mercados,3335955,2199.92,1500.0
Brasil,Brasil,2022,Homens,Indígena,"5 Trabalhadores dos serviços, vendedores dos comércios e mercados",5,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1,trabalhadores_dos_servicos_vendedores_dos_comercios_e_mercados,23653,1847.03,1300.0
Brasil,Brasil,2022,Mulheres,Total,"5 Trabalhadores dos serviços, vendedores dos comércios e mercados",5,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1,trabalhadores_dos_servicos_vendedores_dos_comercios_e_mercados,10631844,1686.38,1221.0
Brasil,Brasil,2022,Mulheres,Branca,"5 Trabalhadores dos serviços, vendedores dos comércios e mercados",5,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1,trabalhadores_dos_servicos_vendedores_dos_comercios_e_mercados,4490945,1969.58,1500.0
Brasil,Brasil,2022,Mulheres,Preta,"5 Trabalhadores dos serviços, vendedores dos comércios e mercados",5,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1,trabalhadores_dos_servicos_vendedores_dos_comercios_e_mercados,1229362,1424.74,1212.0
Brasil,Brasil,2022,Mulheres,Amarela,"5 Trabalhadores dos serviços, vendedores dos comércios e mercados",5,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1,trabalhadores_dos_servicos_vendedores_dos_comercios_e_mercados,41208,2847.69,1800.0
Brasil,Brasil,2022,Mulheres,Parda,"5 Trabalhadores dos serviços, vendedores dos comércios e mercados",5,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1,trabalhadores_dos_servicos_vendedores_dos_comercios_e_mercados,4833424,1482.25,1212.0
Brasil,Brasil,2022,Mulheres,Indígena,"5 Trabalhadores dos serviços, vendedores dos comércios e mercados",5,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1,trabalhadores_dos_servicos_vendedores_dos_comercios_e_mercados,35193,1363.71,1212.0
Brasil,Brasil,2022,Total,Total,5.1 Trabalhadores dos serviços pessoais,5.1,Trabalhadores dos serviços pessoais,2,trabalhadores_dos_servicos_pessoais,5124471,1712.39,1300.0
Brasil,Brasil,2022,Total,Branca,5.1 Trabalhadores dos serviços pessoais,5.1,Trabalhadores dos serviços pessoais,2,trabalhadores_dos_servicos_pessoais,1995003,1964.79,1500.0
Brasil,Brasil,2022,Total,Preta,5.1 Trabalhadores dos serviços pessoais,5.1,Trabalhadores dos serviços pessoais,2,trabalhadores_dos_servicos_pessoais,692865,1528.72,1212.0
Brasil,Brasil,2022,Total,Amarela,5.1 Trabalhadores dos serviços pessoais,5.1,Trabalhadores dos serviços pessoais,2,trabalhadores_dos_servicos_pessoais,17657,2441.44,1700.0
Brasil,Brasil,2022,Total,Parda,5.1 Trabalhadores dos serviços pessoais,5.1,Trabalhadores dos serviços pessoais,2,trabalhadores_dos_servicos_pessoais,2397980,1552.34,1212.0
Brasil,Brasil,2022,Total,Indígena,5.1 Trabalhadores dos serviços pessoais,5.1,Trabalhadores dos serviços pessoais,2,trabalhadores_dos_servicos_pessoais,19828,1445.66,1212.0
Brasil,Brasil,2022,Homens,Total,5.1 Trabalhadores dos serviços pessoais,5.1,Trabalhadores dos serviços pessoais,2,trabalhadores_dos_servicos_pessoais,1721978,1928.48,1500.0
Brasil,Brasil,2022,Homens,Branca,5.1 Trabalhadores dos serviços pessoais,5.1,Trabalhadores dos serviços pessoais,2,trabalhadores_dos_servicos_pessoais,644068,2189.35,1700.0
Brasil,Brasil,2022,Homens,Preta,5.1 Trabalhadores dos serviços pessoais,5.1,Trabalhadores dos serviços pessoais,2,trabalhadores_dos_servicos_pessoais,251118,1743.99,1500.0
Brasil,Brasil,2022,Homens,Amarela,5.1 Trabalhadores dos serviços pessoais,5.1,Trabalhadores dos serviços pessoais,2,trabalhadores_dos_servicos_pessoais,5750,2787.6,2000.0
Brasil,Brasil,2022,Homens,Parda,5.1 Trabalhadores dos serviços pessoais,5.1,Trabalhadores dos serviços pessoais,2,trabalhadores_dos_servicos_pessoais,814197,1774.89,1500.0
Brasil,Brasil,2022,Homens,Indígena,5.1 Trabalhadores dos serviços pessoais,5.1,Trabalhadores dos serviços pessoais,2,trabalhadores_dos_servicos_pessoais,6308,1681.68,1300.0
Brasil,Brasil,2022,Mulheres,Total,5.1 Trabalhadores dos serviços pessoais,5.1,Trabalhadores dos serviços pessoais,2,trabalhadores_dos_servicos_pessoais,3402493,1603.04,1212.0
Brasil,Brasil,2022,Mulheres,Branca,5.1 Trabalhadores dos serviços pessoais,5.1,Trabalhadores dos serviços pessoais,2,trabalhadores_dos_servicos_pessoais,1350935,1857.73,1500.0
Brasil,Brasil,2022,Mulheres,Preta,5.1 Trabalhadores dos serviços pessoais,5.1,Trabalhadores dos serviços pessoais,2,trabalhadores_dos_servicos_pessoais,441746,1406.34,1212.0
Brasil,Brasil,2022,Mulheres,Amarela,5.1 Trabalhadores dos serviços pessoais,5.1,Trabalhadores dos serviços pessoais,2,trabalhadores_dos_servicos_pessoais,11907,2274.28,1500.0
Brasil,Brasil,2022,Mulheres,Parda,5.1 Trabalhadores dos serviços pessoais,5.1,Trabalhadores dos serviços pessoais,2,trabalhadores_dos_servicos_pessoais,1583783,1437.93,1212.0
Brasil,Brasil,2022,Mulheres,Indígena,5.1 Trabalhadores dos serviços pessoais,5.1,Trabalhadores dos serviços pessoais,2,trabalhadores_dos_servicos_pessoais,13520,1335.53,1212.0
Brasil,Brasil,2022,Total,Total,5.1.1 Trabalhadores do serviço direto aos passageiros,5.1.1,Trabalhadores do serviço direto aos passageiros,3,trabalhadores_do_servico_direto_aos_passageiros,89739,2350.52,1700.0
Brasil,Brasil,2022,Total,Branca,5.1.1 Trabalhadores do serviço direto aos passageiros,5.1.1,Trabalhadores do serviço direto aos passageiros,3,trabalhadores_do_servico_direto_aos_passageiros,37832,2884.31,2000.0
Brasil,Brasil,2022,Total,Preta,5.1.1 Trabalhadores do serviço direto aos passageiros,5.1.1,Trabalhadores do serviço direto aos passageiros,3,trabalhadores_do_servico_direto_aos_passageiros,12331,1956.18,1500.0
Brasil,Brasil,2022,Total,Amarela,5.1.1 Trabalhadores do serviço direto aos passageiros,5.1.1,Trabalhadores do serviço direto aos passageiros,3,trabalhadores_do_servico_direto_aos_passageiros,334,2945.8,2400.0
