abrangencia,tipo_abrangencia,ano,sexo,cor_raca,ocupacao,codigo_ocupacao,descricao_ocupacao,nivel_ocupacao,ocupacao_norm,pessoas,rendimento_medio_reais,rendimento_mediano_reais
Brasil,Brasil,2022,Mulheres,Amarela,2.6.4.2 Jornalistas,2.6.4.2,Jornalistas,4,jornalistas,765,4414.07,4500.0
Brasil,Brasil,2022,Mulheres,Parda,2.6.4.2 Jornalistas,2.6.4.2,Jornalistas,4,jornalistas,19631,3200.9,2000.0
Brasil,Brasil,2022,Mulheres,Indígena,2.6.4.2 Jornalistas,2.6.4.2,Jornalistas,4,jornalistas,135,1596.42,1212.0
Brasil,Brasil,2022,Total,Total,"2.6.4.3 Tradutores, intérpretes e linguistas",2.6.4.3,"Tradutores, intérpretes e linguistas",4,tradutores_interpretes_e_linguistas,24131,4528.94,3000.0
Brasil,Brasil,2022,Total,Branca,"2.6.4.3 Tradutores, intérpretes e linguistas",2.6.4.3,"Tradutores, intérpretes e linguistas",4,tradutores_interpretes_e_linguistas,15270,4992.21,3000.0
Brasil,Brasil,2022,Total,Preta,"2.6.4.3 Tradutores, intérpretes e linguistas",2.6.4.3,"Tradutores, intérpretes e linguistas",4,tradutores_interpretes_e_linguistas,1992,3248.06,2250.0
Brasil,Brasil,2022,Total,Amarela,"2.6.4.3 Tradutores, intérpretes e linguistas",2.6.4.3,"Tradutores, intérpretes e linguistas",4,tradutores_interpretes_e_linguistas,932,6575.16,4000.0
Brasil,Brasil,2022,Total,Parda,"2.6.4.3 Tradutores, intérpretes e linguistas",2.6.4.3,"Tradutores, intérpretes e linguistas",4,tradutores_interpretes_e_linguistas,5721,3493.74,2500.0
Brasil,Brasil,2022,Total,Indígena,"2.6.4.3 Tradutores, intérpretes e linguistas",2.6.4.3,"Tradutores, intérpretes e linguistas",4,tradutores_interpretes_e_linguistas,216,2174.12,1500.0
Brasil,Brasil,2022,Homens,Total,"2.6.4.3 Tradutores, intérpretes e linguistas",2.6.4.3,"Tradutores, intérpretes e linguistas",4,tradutores_interpretes_e_linguistas,8536,4808.66,3000.0
Brasil,Brasil,2022,Homens,Branca,"2.6.4.3 Tradutores, intérpretes e linguistas",2.6.4.3,"Tradutores, intérpretes e linguistas",4,tradutores_interpretes_e_linguistas,5568,5148.84,3000.0
Brasil,Brasil,2022,Homens,Preta,"2.6.4.3 Tradutores, intérpretes e linguistas",2.6.4.3,"Tradutores, intérpretes e linguistas",4,tradutores_interpretes_e_linguistas,644,3625.38,2400.0
Brasil,Brasil,2022,Homens,Amarela,"2.6.4.3 Tradutores, intérpretes e linguistas",2.6.4.3,"Tradutores, intérpretes e linguistas",4,tradutores_interpretes_e_linguistas,355,5990.47,5000.0
Brasil,Brasil,2022,Homens,Parda,"2.6.4.3 Tradutores, intérpretes e linguistas",2.6.4.3,"Tradutores, intérpretes e linguistas",4,tradutores_interpretes_e_linguistas,1893,4117.0,2500.0
Brasil,Brasil,2022,Homens,Indígena,"2.6.4.3 Tradutores, intérpretes e linguistas",2.6.4.3,"Tradutores, intérpretes e linguistas",4,tradutores_interpretes_e_linguistas,76,1637.56,1500.0
Brasil,Brasil,2022,Mulheres,Total,"2.6.4.3 Tradutores, intérpretes e linguistas",2.6.4.3,"Tradutores, intérpretes e linguistas",4,tradutores_interpretes_e_linguistas,15595,4375.83,2800.0
Brasil,Brasil,2022,Mulheres,Branca,"2.6.4.3 Tradutores, intérpretes e linguistas",2.6.4.3,"Tradutores, intérpretes e linguistas",4,tradutores_interpretes_e_linguistas,9702,4902.31,3000.0
Brasil,Brasil,2022,Mulheres,Preta,"2.6.4.3 Tradutores, intérpretes e linguistas",2.6.4.3,"Tradutores, intérpretes e linguistas",4,tradutores_interpretes_e_linguistas,1348,3067.69,2200.0
Brasil,Brasil,2022,Mulheres,Amarela,"2.6.4.3 Tradutores, intérpretes e linguistas",2.6.4.3,"Tradutores, intérpretes e linguistas",4,tradutores_interpretes_e_linguistas,577,6934.74,3500.0
Brasil,Brasil,2022,Mulheres,Parda,"2.6.4.3 Tradutores, intérpretes e linguistas",2.6.4.3,"Tradutores, intérpretes e linguistas",4,tradutores_interpretes_e_linguistas,3828,3185.62,2300.0
Brasil,Brasil,2022,Mulheres,Indígena,"2.6.4.3 Tradutores, intérpretes e linguistas",2.6.4.3,"Tradutores, intérpretes e linguistas",4,tradutores_interpretes_e_linguistas,139,2468.59,1300.0
Brasil,Brasil,2022,Total,Total,2.6.5 Artistas criativos e interpretativos,2.6.5,Artistas criativos e interpretativos,3,artistas_criativos_e_interpretativos,213397,3810.93,2000.0
Brasil,Brasil,2022,Total,Branca,2.6.5 Artistas criativos e interpretativos,2.6.5,Artistas criativos e interpretativos,3,artistas_criativos_e_interpretativos,111751,4856.83,2500.0
Brasil,Brasil,2022,Total,Preta,2.6.5 Artistas criativos e interpretativos,2.6.5,Artistas criativos e interpretativos,3,artistas_criativos_e_interpretativos,27915,2713.96,1800.0
Brasil,Brasil,2022,Total,Amarela,2.6.5 Artistas criativos e interpretativos,2.6.5,Artistas criativos e interpretativos,3,artistas_criativos_e_interpretativos,1136,5880.31,4000.0
Brasil,Brasil,2022,Total,Parda,2.6.5 Artistas criativos e interpretativos,2.6.5,Artistas criativos e interpretativos,3,artistas_criativos_e_interpretativos,71376,2589.87,1600.0
Brasil,Brasil,2022,Total,Indígena,2.6.5 Artistas criativos e interpretativos,2.6.5,Artistas criativos e interpretativos,3,artistas_criativos_e_interpretativos,1149,2411.55,1800.0
Brasil,Brasil,2022,Homens,Total,2.6.5 Artistas criativos e interpretativos,2.6.5,Artistas criativos e interpretativos,3,artistas_criativos_e_interpretativos,163648,3862.36,2000.0
Brasil,Brasil,2022,Homens,Branca,2.6.5 Artistas criativos e interpretativos,2.6.5,Artistas criativos e interpretativos,3,artistas_criativos_e_interpretativos,80461,5090.32,2500.0
Brasil,Brasil,2022,Homens,Preta,2.6.5 Artistas criativos e interpretativos,2.6.5,Artistas criativos e interpretativos,3,artistas_criativos_e_interpretativos,22751,2720.26,2000.0
Brasil,Brasil,2022,Homens,Amarela,2.6.5 Artistas criativos e interpretativos,2.6.5,Artistas criativos e interpretativos,3,artistas_criativos_e_interpretativos,760,5819.79,3500.0
Brasil,Brasil,2022,Homens,Parda,2.6.5 Artistas criativos e interpretativos,2.6.5,Artistas criativos e interpretativos,3,artistas_criativos_e_interpretativos,58813,2623.62,1700.0
Brasil,Brasil,2022,Homens,Indígena,2.6.5 Artistas criativos e interpretativos,2.6.5,Artistas criativos e interpretativos,3,artistas_criativos_e_interpretativos,825,2191.57,1900.0
Brasil,Brasil,2022,Mulheres,Total,2.6.5 Artistas criativos e interpretativos,2.6.5,Artistas criativos e interpretativos,3,artistas_criativos_e_interpretativos,49750,3641.73,2000.0
Brasil,Brasil,2022,Mulheres,Branca,2.6.5 Artistas criativos e interpretativos,2.6.5,Artistas criativos e interpretativos,3,artistas_criativos_e_interpretativos,31291,4256.44,2500.0
Brasil,Brasil,2022,Mulheres,Preta,2.6.5 Artistas criativos e interpretativos,2.6.5,Artistas criativos e interpretativos,3,artistas_criativos_e_interpretativos,5164,2686.23,1500.0
Brasil,Brasil,2022,Mulheres,Amarela,2.6.5 Artistas criativos e interpretativos,2.6.5,Artistas criativos e interpretativos,3,artistas_criativos_e_interpretativos,376,6002.8,4000.0
Brasil,Brasil,2022,Mulheres,Parda,2.6.5 Artistas criativos e interpretativos,2.6.5,Artistas criativos e interpretativos,3,artistas_criativos_e_interpretativos,12563,2431.87,1500.0
Brasil,Brasil,2022,Mulheres,Indígena,2.6.5 Artistas criativos e interpretativos,2.6.5,Artistas criativos e interpretativos,3,artistas_criativos_e_interpretativos,324,2970.97,1800.0
Brasil,Brasil,2022,Total,Total,2.6.5.1 Artistas plásticos,2.6.5.1,Artistas plásticos,4,artistas_plasticos,22017,3344.84,2000.0
Brasil,Brasil,2022,Total,Branca,2.6.5.1 Artistas plásticos,2.6.5.1,Artistas plásticos,4,artistas_plasticos,13348,3911.77,2500.0
Brasil,Brasil,2022,Total,Preta,2.6.5.1 Artistas plásticos,2.6.5.1,Artistas plásticos,4,artistas_plasticos,1896,2436.77,1500.0
Brasil,Brasil,2022,Total,Amarela,2.6.5.1 Artistas plásticos,2.6.5.1,Artistas plásticos,4,artistas_plasticos,159,5317.9,3000.0
Brasil,Brasil,2022,Total,Parda,2.6.5.1 Artistas plásticos,2.6.5.1,Artistas plásticos,4,artistas_plasticos,6470,2398.45,1500.0
Brasil,Brasil,2022,Total,Indígena,2.6.5.1 Artistas plásticos,2.6.5.1,Artistas plásticos,4,artistas_plasticos,135,3254.08,3000.0
Brasil,Brasil,2022,Homens,Total,2.6.5.1 Artistas plásticos,2.6.5.1,Artistas plásticos,4,artistas_plasticos,11077,3372.74,2001.0
Brasil,Brasil,2022,Homens,Branca,2.6.5.1 Artistas plásticos,2.6.5.1,Artistas plásticos,4,artistas_plasticos,5662,3957.34,2800.0
Brasil,Brasil,2022,Homens,Preta,2.6.5.1 Artistas plásticos,2.6.5.1,Artistas plásticos,4,artistas_plasticos,1143,2843.11,1860.0
Brasil,Brasil,2022,Homens,Amarela,2.6.5.1 Artistas plásticos,2.6.5.1,Artistas plásticos,4,artistas_plasticos,124,6421.73,4500.0
Brasil,Brasil,2022,Homens,Parda,2.6.5.1 Artistas plásticos,2.6.5.1,Artistas plásticos,4,artistas_plasticos,4046,2628.53,2000.0
Brasil,Brasil,2022,Homens,Indígena,2.6.5.1 Artistas plásticos,2.6.5.1,Artistas plásticos,4,artistas_plasticos,102,2657.65,3000.0
Brasil,Brasil,2022,Mulheres,Total,2.6.5.1 Artistas plásticos,2.6.5.1,Artistas plásticos,4,artistas_plasticos,10940,3316.59,2000.0
Brasil,Brasil,2022,Mulheres,Branca,2.6.5.1 Artistas plásticos,2.6.5.1,Artistas plásticos,4,artistas_plasticos,7686,3878.21,2000.0
Brasil,Brasil,2022,Mulheres,Preta,2.6.5.1 Artistas plásticos,2.6.5.1,Artistas plásticos,4,artistas_plasticos,753,1819.94,1200.0
Brasil,Brasil,2022,Mulheres,Amarela,2.6.5.1 Artistas plásticos,2.6.5.1,Artistas plásticos,4,artistas_plasticos,34,1297.45,600.0
Brasil,Brasil,2022,Mulheres,Parda,2.6.5.1 Artistas plásticos,2.6.5.1,Artistas plásticos,4,artistas_plasticos,2424,2014.47,1212.0
Brasil,Brasil,2022,Mulheres,Indígena,2.6.5.1 Artistas plásticos,2.6.5.1,Artistas plásticos,4,artistas_plasticos,32,5133.02,8000.0
Brasil,Brasil,2022,Total,Total,"2.6.5.2 Músicos, cantores e compositores",2.6.5.2,"Músicos, cantores e compositores",4,musicos_cantores_e_compositores,112038,3162.23,2000.0
Brasil,Brasil,2022,Total,Branca,"2.6.5.2 Músicos, cantores e compositores",2.6.5.2,"Músicos, cantores e compositores",4,musicos_cantores_e_compositores,50068,4068.62,2000.0
Brasil,Brasil,2022,Total,Preta,"2.6.5.2 Músicos, cantores e compositores",2.6.5.2,"Músicos, cantores e compositores",4,musicos_cantores_e_compositores,17837,2542.19,1800.0
Brasil,Brasil,2022,Total,Amarela,"2.6.5.2 Músicos, cantores e compositores",2.6.5.2,"Músicos, cantores e compositores",4,musicos_cantores_e_compositores,510,3499.0,2500.0
Brasil,Brasil,2022,Total,Parda,"2.6.5.2 Músicos, cantores e compositores",2.6.5.2,"Músicos, cantores e compositores",4,musicos_cantores_e_compositores,42992,2376.17,1500.0
Brasil,Brasil,2022,Total,Indígena,"2.6.5.2 Músicos, cantores e compositores",2.6.5.2,"Músicos, cantores e compositores",4,musicos_cantores_e_compositores,619,2086.35,1500.0
Brasil,Brasil,2022,Homens,Total,"2.6.5.2 Músicos, cantores e compositores",2.6.5.2,"Músicos, cantores e compositores",4,musicos_cantores_e_compositores,96545,3210.33,2000.0
Brasil,Brasil,2022,Homens,Branca,"2.6.5.2 Músicos, cantores e compositores",2.6.5.2,"Músicos, cantores e compositores",4,musicos_cantores_e_compositores,42371,4176.78,2000.0
Brasil,Brasil,2022,Homens,Preta,"2.6.5.2 Músicos, cantores e compositores",2.6.5.2,"Músicos, cantores e compositores",4,musicos_cantores_e_compositores,15768,2558.62,1800.0
Brasil,Brasil,2022,Homens,Amarela,"2.6.5.2 Músicos, cantores e compositores",2.6.5.2,"Músicos, cantores e compositores",4,musicos_cantores_e_compositores,365,2772.66,2200.0
Brasil,Brasil,2022,Homens,Parda,"2.6.5.2 Músicos, cantores e compositores",2.6.5.2,"Músicos, cantores e compositores",4,musicos_cantores_e_compositores,37564,2410.71,1500.0
Brasil,Brasil,2022,Homens,Indígena,"2.6.5.2 Músicos, cantores e compositores",2.6.5.2,"Músicos, cantores e compositores",4,musicos_cantores_e_compositores,464,2253.31,1250.0
Brasil,Brasil,2022,Mulheres,Total,"2.6.5.2 Músicos, cantores e compositores",2.6.5.2,"Músicos, cantores e compositores",4,musicos_cantores_e_compositores,15493,2862.51,2000.0
Brasil,Brasil,2022,Mulheres,Branca,"2.6.5.2 Músicos, cantores e compositores",2.6.5.2,"Músicos, cantores e compositores",4,musicos_cantores_e_compositores,7696,3473.2,2100.0
Brasil,Brasil,2022,Mulheres,Preta,"2.6.5.2 Músicos, cantores e compositores",2.6.5.2,"Músicos, cantores e compositores",4,musicos_cantores_e_compositores,2068,2416.93,1300.0
Brasil,Brasil,2022,Mulheres,Amarela,"2.6.5.2 Músicos, cantores e compositores",2.6.5.2,"Músicos, cantores e compositores",4,musicos_cantores_e_compositores,145,5333.04,3001.0
Brasil,Brasil,2022,Mulheres,Parda,"2.6.5.2 Músicos, cantores e compositores",2.6.5.2,"Músicos, cantores e compositores",4,musicos_cantores_e_compositores,5428,2137.08,1300.0
Brasil,Brasil,2022,Mulheres,Indígena,"2.6.5.2 Músicos, cantores e compositores",2.6.5.2,"Músicos, cantores e compositores",4,musicos_cantores_e_compositores,156,1588.52,1500.0
Brasil,Brasil,2022,Total,Total,2.6.5.3 Bailarinos e coreógrafos,2.6.5.3,Bailarinos e coreógrafos,4,bailarinos_e_coreografos,3858,2645.73,1500.0
Brasil,Brasil,2022,Total,Branca,2.6.5.3 Bailarinos e coreógrafos,2.6.5.3,Bailarinos e coreógrafos,4,bailarinos_e_coreografos,1795,3210.42,2000.0
Brasil,Brasil,2022,Total,Preta,2.6.5.3 Bailarinos e coreógrafos,2.6.5.3,Bailarinos e coreógrafos,4,bailarinos_e_coreografos,898,2327.85,1212.0
Brasil,Brasil,2022,Total,Amarela,2.6.5.3 Bailarinos e coreógrafos,2.6.5.3,Bailarinos e coreógrafos,4,bailarinos_e_coreografos,10,1500.0,1500.0
Brasil,Brasil,2022,Total,Parda,2.6.5.3 Bailarinos e coreógrafos,2.6.5.3,Bailarinos e coreógrafos,4,bailarinos_e_coreografos,1137,2014.63,1300.0
Brasil,Brasil,2022,Total,Indígena,2.6.5.3 Bailarinos e coreógrafos,2.6.5.3,Bailarinos e coreógrafos,4,bailarinos_e_coreografos,18,2672.69,3000.0
Brasil,Brasil,2022,Homens,Total,2.6.5.3 Bailarinos e coreógrafos,2.6.5.3,Bailarinos e coreógrafos,4,bailarinos_e_coreografos,1727,2362.21,1500.0
Brasil,Brasil,2022,Homens,Branca,2.6.5.3 Bailarinos e coreógrafos,2.6.5.3,Bailarinos e coreógrafos,4,bailarinos_e_coreografos,614,2379.12,2000.0
Brasil,Brasil,2022,Homens,Preta,2.6.5.3 Bailarinos e coreógrafos,2.6.5.3,Bailarinos e coreógrafos,4,bailarinos_e_coreografos,482,2797.62,1212.0
Brasil,Brasil,2022,Homens,Amarela,2.6.5.3 Bailarinos e coreógrafos,2.6.5.3,Bailarinos e coreógrafos,4,bailarinos_e_coreografos,,,
Brasil,Brasil,2022,Homens,Parda,2.6.5.3 Bailarinos e coreógrafos,2.6.5.3,Bailarinos e coreógrafos,4,bailarinos_e_coreografos,615,1987.3,1212.0
Brasil,Brasil,2022,Homens,Indígena,2.6.5.3 Bailarinos e coreógrafos,2.6.5.3,Bailarinos e coreógrafos,4,bailarinos_e_coreografos,16,3000.0,3000.0
Brasil,Brasil,2022,Mulheres,Total,2.6.5.3 Bailarinos e coreógrafos,2.6.5.3,Bailarinos e coreógrafos,4,bailarinos_e_coreografos,2131,2875.54,1800.0
Brasil,Brasil,2022,Mulheres,Branca,2.6.5.3 Bailarinos e coreógrafos,2.6.5.3,Bailarinos e coreógrafos,4,bailarinos_e_coreografos,1181,3642.62,2000.0
Brasil,Brasil,2022,Mulheres,Preta,2.6.5.3 Bailarinos e coreógrafos,2.6.5.3,Bailarinos e coreógrafos,4,bailarinos_e_coreografos,416,1783.27,1212.0
Brasil,Brasil,2022,Mulheres,Amarela,2.6.5.3 Bailarinos e coreógrafos,2.6.5.3,Bailarinos e coreógrafos,4,bailarinos_e_coreografos,10,1500.0,1500.0
Brasil,Brasil,2022,Mulheres,Parda,2.6.5.3 Bailarinos e coreógrafos,2.6.5.3,Bailarinos e coreógrafos,4,bailarinos_e_coreografos,522,2046.86,1500.0
Brasil,Brasil,2022,Mulheres,Indígena,2.6.5.3 Bailarinos e coreógrafos,2.6.5.3,Bailarinos e coreógrafos,4,bailarinos_e_coreografos,2,200.0,200.0
Brasil,Brasil,2022,Total,Total,"2.6.5.4 Diretores de cinema, de teatro e afins",2.6.5.4,"Diretores de cinema, de teatro e afins",4,diretores_de_cinema_de_teatro_e_afins,27810,6105.87,4000.0
Brasil,Brasil,2022,Total,Branca,"2.6.5.4 Diretores de cinema, de teatro e afins",2.6.5.4,"Diretores de cinema, de teatro e afins",4,diretores_de_cinema_de_teatro_e_afins,19491,6862.11,5000.0
Brasil,Brasil,2022,Total,Preta,"2.6.5.4 Diretores de cinema, de teatro e afins",2.6.5.4,"Diretores de cinema, de teatro e afins",4,diretores_de_cinema_de_teatro_e_afins,2336,3615.56,2500.0
Brasil,Brasil,2022,Total,Amarela,"2.6.5.4 Diretores de cinema, de teatro e afins",2.6.5.4,"Diretores de cinema, de teatro e afins",4,diretores_de_cinema_de_teatro_e_afins,313,9729.61,5001.0
Brasil,Brasil,2022,Total,Parda,"2.6.5.4 Diretores de cinema, de teatro e afins",2.6.5.4,"Diretores de cinema, de teatro e afins",4,diretores_de_cinema_de_teatro_e_afins,5512,4298.38,3000.0
Brasil,Brasil,2022,Total,Indígena,"2.6.5.4 Diretores de cinema, de teatro e afins",2.6.5.4,"Diretores de cinema, de teatro e afins",4,diretores_de_cinema_de_teatro_e_afins,112,4221.53,3000.0
Brasil,Brasil,2022,Homens,Total,"2.6.5.4 Diretores de cinema, de teatro e afins",2.6.5.4,"Diretores de cinema, de teatro e afins",4,diretores_de_cinema_de_teatro_e_afins,19603,5987.29,4000.0
Brasil,Brasil,2022,Homens,Branca,"2.6.5.4 Diretores de cinema, de teatro e afins",2.6.5.4,"Diretores de cinema, de teatro e afins",4,diretores_de_cinema_de_teatro_e_afins,13166,6823.83,4500.0
Brasil,Brasil,2022,Homens,Preta,"2.6.5.4 Diretores de cinema, de teatro e afins",2.6.5.4,"Diretores de cinema, de teatro e afins",4,diretores_de_cinema_de_teatro_e_afins,1701,3732.57,2500.0
Brasil,Brasil,2022,Homens,Amarela,"2.6.5.4 Diretores de cinema, de teatro e afins",2.6.5.4,"Diretores de cinema, de teatro e afins",4,diretores_de_cinema_de_teatro_e_afins,226,10772.09,6000.0
Brasil,Brasil,2022,Homens,Parda,"2.6.5.4 Diretores de cinema, de teatro e afins",2.6.5.4,"Diretores de cinema, de teatro e afins",4,diretores_de_cinema_de_teatro_e_afins,4419,4196.21,3000.0
Brasil,Brasil,2022,Homens,Indígena,"2.6.5.4 Diretores de cinema, de teatro e afins",2.6.5.4,"Diretores de cinema, de teatro e afins",4,diretores_de_cinema_de_teatro_e_afins,65,2036.3,2000.0
Brasil,Brasil,2022,Mulheres,Total,"2.6.5.4 Diretores de cinema, de teatro e afins",2.6.5.4,"Diretores de cinema, de teatro e afins",4,diretores_de_cinema_de_teatro_e_afins,8207,6389.09,4000.0
Brasil,Brasil,2022,Mulheres,Branca,"2.6.5.4 Diretores de cinema, de teatro e afins",2.6.5.4,"Diretores de cinema, de teatro e afins",4,diretores_de_cinema_de_teatro_e_afins,6325,6941.8,5000.0
Brasil,Brasil,2022,Mulheres,Preta,"2.6.5.4 Diretores de cinema, de teatro e afins",2.6.5.4,"Diretores de cinema, de teatro e afins",4,diretores_de_cinema_de_teatro_e_afins,634,3301.78,2500.0
Brasil,Brasil,2022,Mulheres,Amarela,"2.6.5.4 Diretores de cinema, de teatro e afins",2.6.5.4,"Diretores de cinema, de teatro e afins",4,diretores_de_cinema_de_teatro_e_afins,87,7027.16,4000.0
Brasil,Brasil,2022,Mulheres,Parda,"2.6.5.4 Diretores de cinema, de teatro e afins",2.6.5.4,"Diretores de cinema, de teatro e afins",4,diretores_de_cinema_de_teatro_e_afins,1093,4711.38,3000.0
Brasil,Brasil,2022,Mulheres,Indígena,"2.6.5.4 Diretores de cinema, de teatro e afins",2.6.5.4,"Diretores de cinema, de teatro e afins",4,diretores_de_cinema_de_teatro_e_afins,47,7281.21,5000.0
Brasil,Brasil,2022,Total,Total,2.6.5.5 Atores,2.6.5.5,Atores,4,atores,11618,7904.48,2400.0
Brasil,Brasil,2022,Total,Branca,2.6.5.5 Atores,2.6.5.5,Atores,4,atores,7682,9852.81,2500.0
Brasil,Brasil,2022,Total,Preta,2.6.5.5 Atores,2.6.5.5,Atores,4,atores,1530,4678.32,2400.0
Brasil,Brasil,2022,Total,Amarela,2.6.5.5 Atores,2.6.5.5,Atores,4,atores,24,16000.0,16000.0
Brasil,Brasil,2022,Total,Parda,2.6.5.5 Atores,2.6.5.5,Atores,4,atores,2232,3727.72,2000.0
Brasil,Brasil,2022,Total,Indígena,2.6.5.5 Atores,2.6.5.5,Atores,4,atores,150,1831.65,2000.0
Brasil,Brasil,2022,Homens,Total,2.6.5.5 Atores,2.6.5.5,Atores,4,atores,6588,10997.97,2500.0
Brasil,Brasil,2022,Homens,Branca,2.6.5.5 Atores,2.6.5.5,Atores,4,atores,4070,15425.6,3000.0
Brasil,Brasil,2022,Homens,Preta,2.6.5.5 Atores,2.6.5.5,Atores,4,atores,929,4661.33,2500.0
Brasil,Brasil,2022,Homens,Amarela,2.6.5.5 Atores,2.6.5.5,Atores,4,atores,,,
Brasil,Brasil,2022,Homens,Parda,2.6.5.5 Atores,2.6.5.5,Atores,4,atores,1481,3444.3,2000.0
Brasil,Brasil,2022,Homens,Indígena,2.6.5.5 Atores,2.6.5.5,Atores,4,atores,108,2213.55,2000.0
Brasil,Brasil,2022,Mulheres,Total,2.6.5.5 Atores,2.6.5.5,Atores,4,atores,5030,3852.65,2000.0
Brasil,Brasil,2022,Mulheres,Branca,2.6.5.5 Atores,2.6.5.5,Atores,4,atores,3612,3572.71,2000.0
Brasil,Brasil,2022,Mulheres,Preta,2.6.5.5 Atores,2.6.5.5,Atores,4,atores,602,4704.55,2000.0
Brasil,Brasil,2022,Mulheres,Amarela,2.6.5.5 Atores,2.6.5.5,Atores,4,atores,24,16000.0,16000.0
Brasil,Brasil,2022,Mulheres,Parda,2.6.5.5 Atores,2.6.5.5,Atores,4,atores,751,4286.95,2000.0
Brasil,Brasil,2022,Mulheres,Indígena,2.6.5.5 Atores,2.6.5.5,Atores,4,atores,41,831.31,800.0
Brasil,Brasil,2022,Total,Total,"2.6.5.6 Locutores de rádio, televisão e outros meios de comunicação",2.6.5.6,"Locutores de rádio, televisão e outros meios de comunicação",4,locutores_de_radio_televisao_e_outros_meios_de_comunicacao,32019,3216.03,2000.0
Brasil,Brasil,2022,Total,Branca,"2.6.5.6 Locutores de rádio, televisão e outros meios de comunicação",2.6.5.6,"Locutores de rádio, televisão e outros meios de comunicação",4,locutores_de_radio_televisao_e_outros_meios_de_comunicacao,16775,3827.27,2500.0
Brasil,Brasil,2022,Total,Preta,"2.6.5.6 Locutores de rádio, televisão e outros meios de comunicação",2.6.5.6,"Locutores de rádio, televisão e outros meios de comunicação",4,locutores_de_radio_televisao_e_outros_meios_de_comunicacao,3073,2321.96,1600.0
Brasil,Brasil,2022,Total,Amarela,"2.6.5.6 Locutores de rádio, televisão e outros meios de comunicação",2.6.5.6,"Locutores de rádio, televisão e outros meios de comunicação",4,locutores_de_radio_televisao_e_outros_meios_de_comunicacao,120,5009.66,4800.0
Brasil,Brasil,2022,Total,Parda,"2.6.5.6 Locutores de rádio, televisão e outros meios de comunicação",2.6.5.6,"Locutores de rádio, televisão e outros meios de comunicação",4,locutores_de_radio_televisao_e_outros_meios_de_comunicacao,11960,2578.59,1800.0
Brasil,Brasil,2022,Total,Indígena,"2.6.5.6 Locutores de rádio, televisão e outros meios de comunicação",2.6.5.6,"Locutores de rádio, televisão e outros meios de comunicação",4,locutores_de_radio_televisao_e_outros_meios_de_comunicacao,92,2163.24,1200.0
Brasil,Brasil,2022,Homens,Total,"2.6.5.6 Locutores de rádio, televisão e outros meios de comunicação",2.6.5.6,"Locutores de rádio, televisão e outros meios de comunicação",4,locutores_de_radio_televisao_e_outros_meios_de_comunicacao,25535,3276.45,2000.0
Brasil,Brasil,2022,Homens,Branca,"2.6.5.6 Locutores de rádio, televisão e outros meios de comunicação",2.6.5.6,"Locutores de rádio, televisão e outros meios de comunicação",4,locutores_de_radio_televisao_e_outros_meios_de_comunicacao,13000,3913.35,2500.0
Brasil,Brasil,2022,Homens,Preta,"2.6.5.6 Locutores de rádio, televisão e outros meios de comunicação",2.6.5.6,"Locutores de rádio, televisão e outros meios de comunicação",4,locutores_de_radio_televisao_e_outros_meios_de_comunicacao,2516,2313.71,1700.0
Brasil,Brasil,2022,Homens,Amarela,"2.6.5.6 Locutores de rádio, televisão e outros meios de comunicação",2.6.5.6,"Locutores de rádio, televisão e outros meios de comunicação",4,locutores_de_radio_televisao_e_outros_meios_de_comunicacao,45,4027.43,4800.0
Brasil,Brasil,2022,Homens,Parda,"2.6.5.6 Locutores de rádio, televisão e outros meios de comunicação",2.6.5.6,"Locutores de rádio, televisão e outros meios de comunicação",4,locutores_de_radio_televisao_e_outros_meios_de_comunicacao,9906,2697.41,2000.0
Brasil,Brasil,2022,Homens,Indígena,"2.6.5.6 Locutores de rádio, televisão e outros meios de comunicação",2.6.5.6,"Locutores de rádio, televisão e outros meios de comunicação",4,locutores_de_radio_televisao_e_outros_meios_de_comunicacao,68,1004.39,1200.0
Brasil,Brasil,2022,Mulheres,Total,"2.6.5.6 Locutores de rádio, televisão e outros meios de comunicação",2.6.5.6,"Locutores de rádio, televisão e outros meios de comunicação",4,locutores_de_radio_televisao_e_outros_meios_de_comunicacao,6484,2978.05,2000.0
Brasil,Brasil,2022,Mulheres,Branca,"2.6.5.6 Locutores de rádio, televisão e outros meios de comunicação",2.6.5.6,"Locutores de rádio, televisão e outros meios de comunicação",4,locutores_de_radio_televisao_e_outros_meios_de_comunicacao,3774,3530.77,2000.0
Brasil,Brasil,2022,Mulheres,Preta,"2.6.5.6 Locutores de rádio, televisão e outros meios de comunicação",2.6.5.6,"Locutores de rádio, televisão e outros meios de comunicação",4,locutores_de_radio_televisao_e_outros_meios_de_comunicacao,557,2359.28,1500.0
Brasil,Brasil,2022,Mulheres,Amarela,"2.6.5.6 Locutores de rádio, televisão e outros meios de comunicação",2.6.5.6,"Locutores de rádio, televisão e outros meios de comunicação",4,locutores_de_radio_televisao_e_outros_meios_de_comunicacao,75,5594.41,5000.0
Brasil,Brasil,2022,Mulheres,Parda,"2.6.5.6 Locutores de rádio, televisão e outros meios de comunicação",2.6.5.6,"Locutores de rádio, televisão e outros meios de comunicação",4,locutores_de_radio_televisao_e_outros_meios_de_comunicacao,2054,2005.57,1300.0
