cod_ibge_7,uf,regiao,municipio,municipio_norm,populacao_estimada,porte_municipio,ano,pessoas_total,pessoas_setor_publico,pessoas_setor_privado,prop_setor_publico_sobre_total,prop_setor_privado_sobre_total,renda_media_total,renda_media_setor_publico,renda_media_setor_privado,diferenca_renda_publico_privado_rs,diferenca_renda_publico_privado_pct,pessoas_publico_estatutario,pessoas_publico_nao_estatutario,pessoas_empresas_estatais,pessoas_trabalhador_domestico,pessoas_empregador,pessoas_conta_propria,renda_media_publico_estatutario,renda_media_publico_nao_estatutario,renda_media_empresas_estatais,renda_media_trabalhador_domestico,renda_media_empregador,renda_media_conta_propria
2502003,PB,Nordeste,Belém do Brejo do Cruz,belem_do_brejo_do_cruz,6272,muito_pequeno_ate_10k,2022,1777,353,631,0.19864940911648846,0.3550928531232414,1353.02,2208.02,1088.89,1119.1299999999999,1.0277714002332647,201,152,2,43,44,700,2693.68,1565.96,500.0,746.37,3873.64,1028.55
2502052,PB,Nordeste,Bernardino Batista,bernardino_batista,3677,muito_pequeno_ate_10k,2022,852,356,220,0.41784037558685444,0.25821596244131456,1740.45,2350.99,1258.66,1092.3299999999997,0.8678515246373124,138,219,,47,24,200,3292.22,1758.44,,357.41,3097.38,1278.54
2502102,PB,Nordeste,Boa Ventura,boa_ventura,5246,muito_pequeno_ate_10k,2022,1544,430,513,0.27849740932642486,0.3322538860103627,1143.56,1855.55,835.87,1019.68,1.21990261643557,139,291,3,131,20,447,1893.67,1837.31,1500.0,333.58,920.83,1055.96
2502151,PB,Nordeste,Boa Vista,boa_vista,6592,muito_pequeno_ate_10k,2022,2439,509,1112,0.2086920869208692,0.45592455924559244,1541.94,1922.0,1246.0,676.0,0.5425361155698234,252,257,3,103,46,659,2265.76,1584.52,5000.0,721.21,4272.05,1600.46
2502201,PB,Nordeste,Bom Jesus,bom_jesus,2328,muito_pequeno_ate_10k,2022,652,221,253,0.3389570552147239,0.3880368098159509,1165.09,1563.59,1025.66,537.9299999999998,0.5244720472671254,76,145,,2,4,172,2042.13,1312.02,,600.0,3636.0,809.83
2502300,PB,Nordeste,Bom Sucesso,bom_sucesso,4720,muito_pequeno_ate_10k,2022,1243,356,239,0.28640386162510056,0.1922767497988737,1102.68,1649.3,1020.96,628.3399999999999,0.615440369847986,244,111,,66,8,575,1741.6,1446.49,,382.86,6072.57,815.47
2502409,PB,Nordeste,Bonito de Santa Fé,bonito_de_santa_fe,10433,pequeno_10k_50k,2022,2638,630,939,0.23881728582259287,0.35595147839272173,1267.48,2482.08,822.41,1659.67,2.0180566870539027,315,314,5,120,49,881,3344.74,1617.32,3500.0,543.73,2864.26,788.33
2502508,PB,Nordeste,Boqueirão,boqueirao,18216,pequeno_10k_50k,2022,6541,950,2797,0.1452377312337563,0.42761045711664886,1175.57,2045.0,992.1,1052.9,1.0612841447434733,566,384,16,248,235,2284,2341.11,1608.33,2339.08,594.89,2956.25,896.55
2502607,PB,Nordeste,Igaracy,igaracy,5719,muito_pequeno_ate_10k,2022,1778,431,399,0.2424071991001125,0.22440944881889763,1030.24,1731.94,784.86,947.08,1.2066865428229239,311,121,19,125,24,779,1823.55,1495.73,1536.98,368.84,3520.44,785.77
2502706,PB,Nordeste,Borborema,borborema,4185,muito_pequeno_ate_10k,2022,1014,378,260,0.3727810650887574,0.2564102564102564,1569.48,2405.96,907.61,1498.35,1.6508742741926596,291,87,10,50,2,304,2660.68,1554.02,928.65,626.92,10000.0,1137.84
2502805,PB,Nordeste,Brejo do Cruz,brejo_do_cruz,14095,pequeno_10k_50k,2022,4155,886,1935,0.21323706377858,0.4657039711191336,1222.22,1930.99,793.9,1137.0900000000001,1.4322836629298403,433,453,,77,84,1173,2529.86,1358.21,,610.92,3555.8,1267.11
2502904,PB,Nordeste,Brejo dos Santos,brejo_dos_santos,5816,muito_pequeno_ate_10k,2022,1677,456,468,0.27191413237924866,0.27906976744186046,1672.79,2862.87,1133.42,1729.4499999999998,1.5258686100474668,332,123,10,128,48,561,2938.96,2657.93,1102.2,552.98,5468.8,1042.8
2503001,PB,Nordeste,Caaporã,caapora,21942,pequeno_10k_50k,2022,6644,1175,3819,0.17685129440096328,0.5748043347381095,1412.52,1799.73,1395.7,404.03,0.289481980368274,832,343,6,166,122,1343,1742.43,1938.61,1200.0,1027.47,2622.95,1049.88
2503100,PB,Nordeste,Cabaceiras,cabaceiras,5537,muito_pequeno_ate_10k,2022,1753,462,682,0.26354820308043353,0.3890473474044495,1418.49,1807.16,1027.87,779.2900000000002,0.7581600786091629,242,220,,48,41,518,2260.78,1306.62,,858.87,2522.07,1550.82
2503209,PB,Nordeste,Cabedelo,cabedelo,70734,medio_50k_100k,2022,27162,4481,12774,0.16497312421765703,0.4702893748619395,3181.15,5881.05,2192.49,3688.5600000000004,1.6823611510200736,2945,1536,148,1543,1033,6977,6975.73,3782.41,2962.44,978.61,10773.92,2593.97
2503308,PB,Nordeste,Cachoeira dos Índios,cachoeira_dos_indios,9335,muito_pequeno_ate_10k,2022,2323,418,1161,0.17993973310374517,0.49978476108480413,1161.54,1751.67,931.13,820.5400000000001,0.8812303330362035,211,208,,97,29,604,1930.41,1570.48,,425.59,2566.24,1166.16
2503407,PB,Nordeste,Cacimba de Areia,cacimba_de_areia,3344,muito_pequeno_ate_10k,2022,836,331,284,0.39593301435406697,0.3397129186602871,1345.84,1721.8,902.71,819.0899999999999,0.9073678146913182,225,106,7,28,26,159,1897.46,1348.16,3572.32,260.09,3533.49,1082.86
2503506,PB,Nordeste,Cacimba de Dentro,cacimba_de_dentro,16332,pequeno_10k_50k,2022,3362,1037,1130,0.3084473527662106,0.3361094586555622,1491.47,2170.11,932.06,1238.0500000000002,1.3282943158165788,510,527,12,134,75,973,3164.31,1206.55,4232.88,403.79,3604.74,1370.97
2503555,PB,Nordeste,Cacimbas,cacimbas,7513,muito_pequeno_ate_10k,2022,1201,531,480,0.4421315570358035,0.3996669442131557,1324.63,1741.87,1072.34,669.53,0.6243635414141038,346,185,3,34,7,143,1975.88,1304.38,1218.0,390.4,4078.73,631.69
2503605,PB,Nordeste,Caiçara,caicara,6684,muito_pequeno_ate_10k,2022,1451,442,467,0.30461750516884906,0.32184700206753963,1245.22,1975.57,1096.63,878.9399999999998,0.8014918431923252,304,138,7,73,7,452,2237.22,1400.86,1212.0,492.37,1634.95,780.57
2503704,PB,Nordeste,Cajazeiras,cajazeiras,66585,medio_50k_100k,2022,24564,4290,10799,0.17464582315583782,0.4396270965640775,1959.08,3488.7,1413.54,2075.16,1.4680589159132391,2702,1588,139,1111,1003,7062,3962.0,2683.32,3607.3,748.95,5429.32,1462.49
2503753,PB,Nordeste,Cajazeirinhas,cajazeirinhas,2760,muito_pequeno_ate_10k,2022,612,209,191,0.3415032679738562,0.31209150326797386,1127.03,1667.28,854.5,812.78,0.9511761263897016,158,51,,33,4,176,1762.4,1375.0,,554.68,1500.0,881.36
2503803,PB,Nordeste,Caldas Brandão,caldas_brandao,5942,muito_pequeno_ate_10k,2022,1580,328,871,0.20759493670886076,0.5512658227848102,1265.75,1733.29,1138.86,594.4300000000001,0.5219517763377413,165,162,3,94,23,252,1896.65,1566.93,1400.0,870.92,4469.85,904.74
2503902,PB,Nordeste,Camalaú,camalau,6327,muito_pequeno_ate_10k,2022,1788,313,731,0.17505592841163312,0.40883668903803133,1005.43,1937.67,804.42,1133.25,1.4087789960468413,209,104,15,112,54,562,1953.83,1905.26,1628.45,359.83,2000.7,763.63
2504009,PB,Nordeste,Campina Grande,campina_grande,443911,grande_acima_100k,2022,174207,27750,86124,0.15929325457645216,0.4943773786357609,2453.93,4698.59,1759.26,2939.33,1.6707763491468004,19091,8659,693,6086,5401,46916,5285.83,3403.9,4315.37,876.16,7809.37,1887.52
2504033,PB,Nordeste,Capim,capim,7446,muito_pequeno_ate_10k,2022,1954,311,1051,0.15916069600818833,0.537871033776868,1246.89,1787.41,1237.6,549.8100000000002,0.44425500969618636,139,172,,99,43,448,1965.32,1644.27,,803.33,2410.31,842.82
2504074,PB,Nordeste,Caraúbas,caraubas,4067,muito_pequeno_ate_10k,2022,1580,334,716,0.21139240506329113,0.4531645569620253,1010.11,1820.27,732.23,1088.04,1.4859265531322126,213,121,,30,39,461,1737.07,1966.05,,219.37,1303.41,881.12
2504108,PB,Nordeste,Carrapateira,carrapateira,2365,muito_pequeno_ate_10k,2022,522,288,101,0.5517241379310345,0.19348659003831417,1636.59,2221.67,1017.73,1203.94,1.182966012596661,204,84,,12,7,114,2425.38,1728.12,,431.53,2691.62,762.91
2504157,PB,Nordeste,Casserengue,casserengue,7052,muito_pequeno_ate_10k,2022,1188,392,405,0.32996632996632996,0.3409090909090909,1142.98,1730.84,884.16,846.68,0.9576094824466159,173,219,7,40,15,325,2224.05,1341.69,1614.3,378.49,2462.19,775.33
2504207,PB,Nordeste,Catingueira,catingueira,4556,muito_pequeno_ate_10k,2022,1025,334,355,0.3258536585365854,0.3463414634146341,1432.52,1948.96,1133.67,815.29,0.7191598966189454,146,187,,40,12,285,2259.36,1706.36,,617.89,3328.25,1235.5
2504306,PB,Nordeste,Catolé do Rocha,catole_do_rocha,32288,pequeno_10k_50k,2022,11656,1877,5727,0.16103294440631435,0.49133493479752915,1633.45,2824.17,1252.1,1572.0700000000002,1.255546681574954,1353,525,48,456,322,3175,3011.88,2340.22,1366.84,621.57,5799.97,1293.67
2504355,PB,Nordeste,Caturité,caturite,5544,muito_pequeno_ate_10k,2022,1270,331,513,0.2606299212598425,0.40393700787401576,1425.84,1952.98,1099.9,853.0799999999999,0.7755977816165105,199,132,7,14,18,387,2128.44,1688.59,1121.85,499.32,7123.66,1185.66
2504405,PB,Nordeste,Conceição,conceicao,18731,pequeno_10k_50k,2022,4592,900,1678,0.19599303135888502,0.365418118466899,1472.42,2492.09,966.57,1525.52,1.5782819661276473,653,247,10,290,197,1485,2798.82,1682.57,396.43,474.23,6271.61,950.94
2504504,PB,Nordeste,Condado,condado,6629,muito_pequeno_ate_10k,2022,1719,441,535,0.25654450261780104,0.3112274578243165,1335.69,2215.01,1006.0,1209.0100000000002,1.2017992047713721,276,165,,46,23,672,2579.88,1602.01,,237.66,3344.36,1010.74
2504603,PB,Nordeste,Conde,conde,30007,pequeno_10k_50k,2022,9569,1284,4516,0.1341833002403595,0.4719406416553454,1665.86,2704.06,1458.04,1246.02,0.8545856080765959,700,584,40,368,198,3134,3038.63,2302.7,1042.66,934.46,5744.14,1368.0
2504702,PB,Nordeste,Congo,congo,5124,muito_pequeno_ate_10k,2022,1560,288,612,0.18461538461538463,0.3923076923076923,1206.73,1775.98,1001.25,774.73,0.7737627965043696,126,162,8,17,37,599,2062.73,1553.58,1646.42,855.02,4177.55,963.89
2504801,PB,Nordeste,Coremas,coremas,14987,pequeno_10k_50k,2022,4051,783,1281,0.19328560849173043,0.31621821772401876,1376.61,2347.17,1115.48,1231.69,1.1041793667300177,500,283,5,134,94,1748,2655.96,1801.42,1212.0,395.9,2944.4,1116.97
2504850,PB,Nordeste,Coxixola,coxixola,1888,muito_pequeno_ate_10k,2022,590,225,178,0.3813559322033898,0.3016949152542373,1358.66,2254.09,766.2,1487.89,1.9419081179848603,91,134,,32,1,150,2940.16,1785.62,,300.33,7000.0,805.35
2504900,PB,Nordeste,Cruz do Espírito Santo,cruz_do_espirito_santo,17821,pequeno_10k_50k,2022,4796,951,2396,0.19829024186822353,0.49958298582151794,1269.8,1847.04,1219.87,627.1700000000001,0.5141285546820564,431,519,4,385,24,1036,2185.82,1565.68,774.86,934.48,1908.87,967.04
2505006,PB,Nordeste,Cubati,cubati,7842,muito_pequeno_ate_10k,2022,2073,585,669,0.2821997105643994,0.3227206946454414,1280.0,1815.92,964.92,851.0000000000001,0.8819383990382623,334,251,6,109,17,688,1743.18,1912.44,1776.93,502.31,2863.23,1211.51
2505105,PB,Nordeste,Cuité,cuite,20208,pequeno_10k_50k,2022,6176,1264,2207,0.20466321243523317,0.35735103626943004,1468.49,2481.99,1078.86,1403.1299999999999,1.3005672654468605,690,574,41,406,272,1965,2896.73,1982.95,2291.02,477.36,4045.84,1061.99
2505204,PB,Nordeste,Cuitegi,cuitegi,6890,muito_pequeno_ate_10k,2022,1746,377,738,0.215922107674685,0.422680412371134,1283.53,1932.42,1092.35,840.0700000000002,0.7690483819288692,287,91,,86,6,539,2122.26,1331.58,,712.25,1697.48,1177.26
2505238,PB,Nordeste,Cuité de Mamanguape,cuite_de_mamanguape,6441,muito_pequeno_ate_10k,2022,1468,442,686,0.3010899182561308,0.4673024523160763,1281.26,1937.16,969.38,967.7800000000001,0.9983494604798944,119,323,,58,11,271,2315.84,1797.55,,805.45,2636.33,1045.02
2505279,PB,Nordeste,Curral de Cima,curral_de_cima,5415,muito_pequeno_ate_10k,2022,978,314,411,0.3210633946830266,0.42024539877300615,1177.76,1766.34,782.16,984.18,1.2582847499232894,138,176,3,10,9,228,2417.43,1256.43,1200.0,653.74,2248.19,1042.07
2505303,PB,Nordeste,Curral Velho,curral_velho,2316,muito_pequeno_ate_10k,2022,825,262,238,0.31757575757575757,0.2884848484848485,1236.42,1773.0,894.33,878.67,0.9824896850155982,139,123,2,37,,281,2014.88,1501.39,3761.0,368.02,,1024.93
2505352,PB,Nordeste,Damião,damiao,5141,muito_pequeno_ate_10k,2022,871,293,268,0.33639494833524686,0.3076923076923077,1171.22,1838.72,798.73,1039.99,1.3020545115370652,219,74,3,76,13,218,2040.59,1244.6,1000.0,272.74,4008.37,876.33
2505402,PB,Nordeste,Desterro,desterro,8314,muito_pequeno_ate_10k,2022,2204,495,665,0.22459165154264973,0.3017241379310345,1093.72,1789.24,858.82,930.42,1.083370205630982,330,165,168,67,55,745,1896.28,1575.22,555.5,436.2,2307.0,905.24
2505501,PB,Nordeste,Vista Serrana,vista_serrana,3772,muito_pequeno_ate_10k,2022,968,288,260,0.2975206611570248,0.26859504132231404,1187.63,1681.64,778.3,903.3400000000001,1.160657844019016,162,127,,6,13,391,1923.23,1373.07,,648.02,2171.28,1047.47
2505600,PB,Nordeste,Diamante,diamante,6416,muito_pequeno_ate_10k,2022,1472,426,466,0.28940217391304346,0.31657608695652173,1464.78,2077.68,947.31,1130.37,1.193241916584856,214,212,,43,64,455,2596.05,1554.1,,510.55,5121.81,859.75
2505709,PB,Nordeste,Dona Inês,dona_ines,10638,pequeno_10k_50k,2022,2671,712,688,0.26656682890303257,0.2575814301759641,1224.24,1741.08,779.98,961.0999999999999,1.2322110823354442,321,391,,101,88,1078,2239.58,1332.09,,346.85,5087.08,926.5
2505808,PB,Nordeste,Duas Estradas,duas_estradas,3360,muito_pequeno_ate_10k,2022,867,266,242,0.30680507497116494,0.279123414071511,1222.73,1759.71,887.72,871.99,0.9822804487901591,90,176,3,47,7,292,2326.21,1471.13,1800.0,446.62,1953.47,962.29
2505907,PB,Nordeste,Emas,emas,3036,muito_pequeno_ate_10k,2022,897,378,228,0.4214046822742475,0.25418060200668896,1317.33,1855.86,984.8,871.06,0.8845044679122664,252,126,,56,5,222,1832.87,1902.04,,502.4,2732.73,746.94
2506004,PB,Nordeste,Esperança,esperanca,32599,pequeno_10k_50k,2022,10110,1596,4410,0.15786350148367953,0.4362017804154303,1520.02,2661.4,1184.65,1476.75,1.2465707170894356,974,622,27,479,329,3193,3013.42,2110.38,2766.06,481.44,5445.26,1133.15
2506103,PB,Nordeste,Fagundes,fagundes,11307,pequeno_10k_50k,2022,2323,593,984,0.25527335342229873,0.4235901851054671,1493.46,2419.93,1147.37,1272.56,1.1091104003067884,385,208,,87,26,611,3023.05,1302.32,,610.14,2835.75,1157.79
2506202,PB,Nordeste,Frei Martinho,frei_martinho,2911,muito_pequeno_ate_10k,2022,920,219,254,0.23804347826086958,0.27608695652173915,1193.94,1919.82,1041.45,878.3699999999999,0.8434106294109174,140,79,4,71,23,350,1866.38,2014.41,300.0,434.33,2643.27,921.6
2506251,PB,Nordeste,Gado Bravo,gado_bravo,8398,muito_pequeno_ate_10k,2022,1590,388,679,0.2440251572327044,0.4270440251572327,1076.84,1944.88,778.22,1166.66,1.4991390609339263,324,63,,23,18,482,1892.74,2212.58,,558.07,1777.68,797.58
2506301,PB,Nordeste,Guarabira,guarabira,60057,medio_50k_100k,2022,21536,3828,10134,0.17774888558692423,0.47056092124814264,1923.55,2973.43,1425.31,1548.12,1.086163711753934,2663,1165,97,758,751,5536,3350.24,2112.52,1948.44,673.49,5544.8,1614.21
2506400,PB,Nordeste,Gurinhém,gurinhem,14141,pequeno_10k_50k,2022,3506,764,1674,0.21791215059897318,0.47746719908727897,1426.46,2200.32,1236.27,964.0500000000002,0.7798053823193964,541,222,31,250,27,757,2423.23,1658.12,1099.45,1087.12,4430.61,1083.9
2506509,PB,Nordeste,Gurjão,gurjao,3352,muito_pequeno_ate_10k,2022,863,382,280,0.4426419466975666,0.32444959443800697,1419.06,1826.21,1030.52,795.69,0.7721247525521098,213,169,,30,5,163,2160.83,1403.28,,422.18,5390.06,1123.32
2506608,PB,Nordeste,Ibiara,ibiara,5713,muito_pequeno_ate_10k,2022,1311,379,309,0.28909229595728453,0.23569794050343248,1196.52,2070.25,824.31,1245.94,1.5114944620349142,157,222,7,80,42,487,2603.79,1693.19,2140.36,322.85,2059.43,758.69
2506707,PB,Nordeste,Imaculada,imaculada,10497,pequeno_10k_50k,2022,2459,588,814,0.23912159414396095,0.3310288735258235,1102.52,1949.93,1096.79,853.1400000000001,0.7778517309603481,317,271,5,165,47,822,2317.78,1519.37,1000.0,455.9,1726.64,518.6
2506806,PB,Nordeste,Ingá,inga,18234,pequeno_10k_50k,2022,5836,1702,2147,0.29163810829335163,0.36788896504455104,1390.07,2130.67,1119.03,1011.6400000000001,0.9040329571146442,723,979,39,254,89,1585,2994.6,1492.18,1598.0,533.31,3654.87,937.03
2506905,PB,Nordeste,Itabaiana,itabaiana,23558,pequeno_10k_50k,2022,6550,1518,2447,0.2317557251908397,0.373587786259542,1461.45,2246.7,1230.83,1015.8699999999999,0.8253536231648562,1064,454,,144,68,2321,2314.44,2087.86,,558.81,3219.49,1126.51
2507002,PB,Nordeste,Itaporanga,itaporanga,24766,pequeno_10k_50k,2022,8358,1822,3463,0.2179947355826753,0.4143335726250299,1563.98,2578.52,1158.98,1419.54,1.2248183747778216,1401,421,26,291,198,2518,2857.19,1650.85,1350.61,660.94,3909.67,1201.45
2507101,PB,Nordeste,Itapororoca,itapororoca,19165,pequeno_10k_50k,2022,5409,1164,2098,0.21519689406544648,0.387872065076724,1175.47,1894.55,856.64,1037.9099999999999,1.2116058087411283,555,609,14,159,126,1832,1849.63,1935.5,2622.08,466.63,2752.1,1008.36
2507200,PB,Nordeste,Itatuba,itatuba,10840,pequeno_10k_50k,2022,2348,502,1069,0.21379897785349233,0.45528109028960817,1384.7,2016.71,1136.44,880.27,0.7745855478511843,217,285,,136,43,592,2301.6,1799.25,,780.28,7326.58,981.43
2507309,PB,Nordeste,Jacaraú,jacarau,14969,pequeno_10k_50k,2022,3966,970,1378,0.24457892082702976,0.34745335350479073,1322.39,2323.01,894.92,1428.0900000000001,1.5957739239261612,701,269,10,100,104,1404,2643.13,1490.08,696.32,651.54,3461.01,943.86
2507408,PB,Nordeste,Jericó,jerico,7728,muito_pequeno_ate_10k,2022,2391,667,765,0.27896277708071937,0.3199498117942284,1178.58,1737.01,887.2,849.81,0.9578561767357978,223,444,,179,45,734,2053.07,1578.75,,506.2,3212.95,1013.59
2507507,PB,Nordeste,João Pessoa,joao_pessoa,897633,grande_acima_100k,2022,363431,66733,175303,0.18361944908387012,0.48235566035918787,3096.95,5532.75,2151.2,3381.55,1.5719365935291933,47529,19204,2445,14720,13117,87607,6244.78,3770.44,4346.6,976.04,9100.92,2448.1
2507606,PB,Nordeste,Juarez Távora,juarez_tavora,8088,muito_pequeno_ate_10k,2022,2551,572,1063,0.22422579380635044,0.41669933359466876,1218.5,2204.17,1020.41,1183.7600000000002,1.160082711851119,295,277,15,129,21,736,2602.73,1779.13,483.75,470.08,2956.98,806.76
2507705,PB,Nordeste,Juazeirinho,juazeirinho,17520,pequeno_10k_50k,2022,4147,942,1835,0.22715215818664095,0.4424885459368218,1546.67,2208.23,1177.8,1030.43,0.8748768891152998,381,561,5,214,90,1062,2151.2,2246.91,1212.0,416.66,5796.39,1465.01
2507804,PB,Nordeste,Junco do Seridó,junco_do_serido,7019,muito_pequeno_ate_10k,2022,2292,466,1008,0.20331588132635253,0.4397905759162304,1399.47,2229.06,1096.08,1132.98,1.0336654258813227,235,232,6,165,50,591,2609.41,1843.78,707.11,610.95,5201.65,1155.55
2507903,PB,Nordeste,Juripiranga,juripiranga,10255,pequeno_10k_50k,2022,2766,640,1210,0.2313810556760665,0.4374548083875633,1320.86,1746.86,1191.57,555.29,0.46601542502748483,309,331,4,110,59,744,2025.44,1486.5,400.0,619.98,2712.69,1163.13
2508000,PB,Nordeste,Juru,juru,9380,muito_pequeno_ate_10k,2022,1879,539,748,0.28685470995210216,0.39808408728046835,1282.66,2032.33,1101.46,930.8699999999999,0.8451237448477473,374,165,5,39,21,519,2295.61,1434.51,1214.0,266.5,2605.6,760.31
2508109,PB,Nordeste,Lagoa,lagoa,4489,muito_pequeno_ate_10k,2022,1216,513,386,0.421875,0.31743421052631576,1195.1,1585.18,963.18,622.0000000000001,0.6457775286031688,169,344,3,87,17,210,2572.31,1100.9,400.0,489.86,1653.48,937.77
2508208,PB,Nordeste,Lagoa de Dentro,lagoa_de_dentro,8123,muito_pequeno_ate_10k,2022,2090,599,658,0.28660287081339714,0.31483253588516746,1270.74,1976.12,890.42,1085.6999999999998,1.2193122346757708,344,256,,63,80,683,2340.58,1485.84,,482.13,3403.02,805.54
2508307,PB,Nordeste,Lagoa Seca,lagoa_seca,29209,pequeno_10k_50k,2022,10052,1524,4498,0.15161161957819339,0.4474731396736968,1669.74,2964.47,1199.86,1764.61,1.4706799126564767,857,667,21,485,329,3150,3841.3,1837.25,5010.81,921.74,9275.9,980.36
2508406,PB,Nordeste,Lastro,lastro,3316,muito_pequeno_ate_10k,2022,474,229,122,0.4831223628691983,0.25738396624472576,1452.77,1679.62,1089.54,590.0799999999999,0.5415863575453861,105,124,3,14,13,93,2078.75,1341.91,800.0,494.55,3912.85,1181.85
2508505,PB,Nordeste,Livramento,livramento,7041,muito_pequeno_ate_10k,2022,1473,499,286,0.33876442634080106,0.19416157501697218,1161.19,1636.62,787.91,848.7099999999999,1.0771661738015763,239,260,5,49,40,594,1901.73,1392.39,882.9,327.97,2636.62,912.46
2508554,PB,Nordeste,Logradouro,logradouro,5107,muito_pequeno_ate_10k,2022,1396,395,355,0.2829512893982808,0.25429799426934097,1399.71,2128.49,1273.98,854.5099999999998,0.670740513979811,192,203,4,22,17,598,2984.49,1316.57,500.0,373.02,4525.24,933.69
2508604,PB,Nordeste,Lucena,lucena,13088,pequeno_10k_50k,2022,4113,947,1938,0.23024556284950157,0.4711889132020423,1444.88,2077.99,1355.98,722.0099999999998,0.5324636056579004,806,141,,154,46,1021,2171.77,1540.44,,778.89,3404.06,1040.24
2508703,PB,Nordeste,Mãe d'Água,mae_d_agua,3599,muito_pequeno_ate_10k,2022,795,286,268,0.35974842767295595,0.3371069182389937,1479.07,2115.95,1109.79,1006.1599999999999,0.9066219735265229,132,154,4,61,11,164,2708.14,1610.07,1212.0,465.83,9264.21,856.83
2508802,PB,Nordeste,Malta,malta,6288,muito_pequeno_ate_10k,2022,2096,461,938,0.21994274809160305,0.44751908396946566,1331.55,1857.57,1216.62,640.95,0.5268284262958032,178,283,12,54,41,590,2363.39,1539.07,1976.84,296.33,3966.58,1000.04
2508901,PB,Nordeste,Mamanguape,mamanguape,46966,pequeno_10k_50k,2022,14829,2271,7572,0.15314586283633422,0.5106210803155978,1457.02,2355.0,1311.88,1043.12,0.7951337012531632,1472,799,24,667,220,4031,2633.34,1842.35,1762.06,739.51,2934.17,1232.95
2509008,PB,Nordeste,Manaíra,manaira,10699,pequeno_10k_50k,2022,2053,539,639,0.26254262055528493,0.3112518265952265,1249.1,1857.68,859.03,998.6500000000001,1.1625321583646673,246,292,6,109,32,727,2340.62,1451.13,4000.0,390.12,8257.52,938.8
2509057,PB,Nordeste,Marcação,marcacao,9537,muito_pequeno_ate_10k,2022,2283,593,629,0.2597459483136224,0.27551467367498905,1052.27,1565.37,1098.89,466.4799999999998,0.42450108746098314,361,231,29,68,22,936,1687.75,1374.16,1124.27,747.83,1979.67,679.38
2509107,PB,Nordeste,Mari,mari,22170,pequeno_10k_50k,2022,5443,970,2352,0.1782105456549697,0.43211464266029764,1280.34,2261.55,1066.66,1194.89,1.120216376352352,567,402,,308,46,1725,2906.21,1352.79,,658.18,1500.85,1067.41
2509156,PB,Nordeste,Marizópolis,marizopolis,7001,muito_pequeno_ate_10k,2022,1653,514,445,0.31094978826376285,0.2692075015124017,1569.37,2073.79,1276.77,797.02,0.6242471236009619,150,364,4,84,21,585,2910.07,1728.21,1200.0,588.26,5498.06,1347.22
2509206,PB,Nordeste,Massaranduba,massaranduba,14756,pequeno_10k_50k,2022,4462,818,1948,0.183325862841775,0.4365755266696549,1383.93,2462.62,1206.22,1256.3999999999999,1.041601034637131,419,400,126,296,45,1224,3181.73,1709.04,1257.77,768.53,2980.39,1041.24
2509305,PB,Nordeste,Mataraca,mataraca,8650,muito_pequeno_ate_10k,2022,2561,600,1364,0.23428348301444749,0.5326044513861773,1675.66,1909.29,1352.94,556.3499999999999,0.411215574970065,351,248,,81,47,470,1980.01,1809.17,,619.23,8297.94,1838.9
2509339,PB,Nordeste,Matinhas,matinhas,4759,muito_pequeno_ate_10k,2022,694,247,283,0.3559077809798271,0.40778097982708933,1432.02,1882.37,1302.39,579.9799999999998,0.4453197582905273,97,149,,12,4,146,2534.38,1457.17,,553.69,2500.0,902.22
2509370,PB,Nordeste,Mato Grosso,mato_grosso,2584,muito_pequeno_ate_10k,2022,907,419,242,0.4619625137816979,0.26681367144432194,1161.41,1165.69,984.97,180.72000000000003,0.1834776693706408,76,343,,18,26,202,1805.41,1024.03,,245.9,4748.96,985.71
